URL,Label
"www.cajapiunape.com/
   ",Good
"wvwvcajapiurape.virconservicios.info/
   ",Good
"acc-gala-ges-io.com/gala-ges/?userID=&uri=JeQtXnRuYSX...
   ",Good
"acc-gala-ges-io.com/gala-ges/?userID=&uri=YoQVwqHaC...
   ",Good
"si-tpp.dkp.jatimprov.go.id/manga/.xzx/qx/source/vehicle.php?&a...
   ",Good
"xqdwyhirdh.duckdns.org
   ",Good
"xpwrmbnvpv.duckdns.org
   ",Good
"xpvpuxgnsx.duckdns.org
   ",Good
"xojwhpytxq.duckdns.org
   ",Good
"kontostand-verifizieren.com/XRDMHBWXX...
   ",Good
"romebarbies.com/jp
   ",Good
"rebrand.ly/e
   ",Good
"happylizard.build.wpsandbox.app/majahil/dpd/dpd/de/...
   ",Good
"fodstores.ne.ng/wp-includes/bt/BTnew/btconnect.php...
   ",Good
"iguatemicaxias.com.br/
   ",Good
"fixedmoments.com/
   ",Good
"nablogin.device-protectvisions-online.com...
   ",Good
"galleryofemind.com/wp-includes/avito/motos/...
   ",Good
"www.dbs.digital-internet-web-sg.online...
   ",Good
"www.azaon.co.jp.login.zfmcw.cn/ap/signin...
   ",Good
"xn--dodles-wa.com/mint/
   ",Bad
"artblocks.chromie-squiggles.io/
   ",Bad
"exodus.qualitec-solution.com/main.html
   ",Bad
"www.galageshome.com/
   ",Bad
"www.galageshome.com/
   ",Bad
"exodus.almas-beauty.ir/main.html
   ",Bad
"binancecash.io/
   ",Bad
"binancecash.io
   ",Bad
"rtfkt-clodidas.com/
   ",Bad
"lnpost-info.rtyfyg.click/track?id=...
   ",Good
"prixtoconnect.com
   ",Good
"sba.instawp.xyz/impes/impes/cc.php
   ",Good
"www.cajapiunape.com/
   ",Good
"pxb.a.myftpupload.com/aichadwibawait...
   ",Good
"obgynclub-bahrain.com/obgyn/kjjvt/confirmation.html...
   ",Good
"obgynclub-bahrain.com/obgyn/kjjvt/Login.php?sslchannel=tru...
   ",Good
"rsfatdigitalconsulta.shop/login.php
  ",Bad
"rsfatdigitalconsulta.shop/
  ",Bad
"solucoesrealizefatura.com
  ",Bad
"puspitasawargi.com/ltaupy/
  ",Bad
"administrareblocuri.com/
  ",Bad
"www.seeadify.com/
 ",Bad
"kprversemint.xyz/
 ",Bad
"drunkenmonkey.live/
 ",Bad
"exodus.conttacon.com.br
 ",Bad
"drunkenmonkey.live
 ",Bad
"loot-realms.xyz/
 ",Bad
"bmozm.com/
 ",Bad
"bmozs.com/
 ",Bad
"bmozc.com/
 ",Bad
"mmaetsmk.azurewebsites.net/
  ",Good
"weranompakla.ga/
  ",Good
"blog.kooding.com/log/i/flow/login.php...
  ",Good
"xnlgmvsdyk.duckdns.org
  ",Good
"xlzaaaanwk.duckdns.org
  ",Good
"xkbkfsxoja.duckdns.org
  ",Good
"xjqfuvxa.duckdns.org
  ",Good
"xihihhmllk.duckdns.org
  ",Good
"elongkopasasa.ga/
  ",Good
"recipientnabcancel.com/na
  ",Good
"recipientnabcancel.com
  ",Good
"storageapi.fleek.co/cbede--bf-beed-fcb-bucke...
  ",Good
"storageapi.fleek.co/dfac--c-e-aeabdda-bucke...
  ",Good
"romebarbies.com/jp
",Good
"londonsemissionscharges.co.uk
   ",Bad
"xn--pecon-wqag.com/Claim/
   ",Bad
"premint-allowlist.art/
   ",Bad
"exodus.pourvous.top/main.html
   ",Bad
"igreenplus.com
   ",Bad
"ut.com/oalX
   ",Bad
"manglook.com/s/qRtYUP
   ",Bad
"teslabonus.org/
   ",Bad
"exodus.akasankhabari.ir/main.html
   ",Bad
"azukiskates-claim.com/#airdrop
   ",Bad
"penguinsmint.com/
   ",Bad
"prixtoconnect.com/
   ",Bad
"xn--dodles-wa.com/mint/
   ",Bad
"artblocks.chromie-squiggles.io/
   ",Bad
"exodus.qualitec-solution.com/main.html
   ",Bad
"www.galageshome.com/
   ",Bad
"www.galageshome.com/
   ",Bad
"exodus.almas-beauty.ir/main.html
   ",Bad
"binancecash.io/
   ",Bad
"binancecash.io
   ",Bad
"rtfkt-clodidas.com/
   ",Bad
"rtfkt-clodidas.com
   ",Bad
"dellversollxplns.peyplnd-quickdellivery.one/...
   ",Bad
"aihome.jp
 ",Bad
"buffr.com
  ",Bad
"sepantaeng.com/wp-content/plugins/bt/BTnew/btconnect.php...
  ",Good
"SP-TO-BE-DELETED
  ",Bad
"xn--pecon-wqag.com/Claim/
   ",Bad
"premint-allowlist.art/
   ",Bad
"exodus.pourvous.top/main.html
   ",Bad
"igreenplus.com
   ",Bad
"ut.com/oalX
   ",Bad
"manglook.com/s/qRtYUP
   ",Bad
"teslabonus.org/
   ",Bad
"exodus.akasankhabari.ir/main.html
   ",Bad
"azukiskates-claim.com/#airdrop
   ",Bad
"penguinsmint.com/
   ",Bad
"prixtoconnect.com/
   ",Bad
"xn--dodles-wa.com/mint/
   ",Bad
"artblocks.chromie-squiggles.io/
   ",Bad
"exodus.qualitec-solution.com/main.html
   ",Bad
"www.galageshome.com/
   ",Bad
"www.galageshome.com/
   ",Bad
"exodus.almas-beauty.ir/main.html
   ",Bad
"binancecash.io/
   ",Bad
"binancecash.io
   ",Bad
"rtfkt-clodidas.com/
   ",Bad
"lnpost-info.rtyfyg.click/track?id=...
   ",Good
"prixtoconnect.com
   ",Good
"sba.instawp.xyz/impes/impes/cc.php
   ",Good
"www.cajapiunape.com/
   ",Good
"wvwvcajapiurape.virconservicios.info/
   ",Good
"acc-gala-ges-io.com/gala-ges/?userID=&uri=JeQtXnRuYSX...
   ",Good
"acc-gala-ges-io.com/gala-ges/?userID=&uri=YoQVwqHaC...
   ",Good
"si-tpp.dkp.jatimprov.go.id/manga/.xzx/qx/source/vehicle.php?&a...
   ",Good
"xqdwyhirdh.duckdns.org
   ",Good
"xpwrmbnvpv.duckdns.org
   ",Good
"xpvpuxgnsx.duckdns.org
   ",Good
"xojwhpytxq.duckdns.org
   ",Good
"kontostand-verifizieren.com/XRDMHBWXX...
   ",Good
"romebarbies.com/jp
   ",Good
"rebrand.ly/e
   ",Good
"happylizard.build.wpsandbox.app/majahil/dpd/dpd/de/...
   ",Good
"fodstores.ne.ng/wp-includes/bt/BTnew/btconnect.php...
   ",Good
"iguatemicaxias.com.br/
   ",Good
"fixedmoments.com/
   ",Good
"nablogin.device-protectvisions-online.com...
   ",Good
"galleryofemind.com/wp-includes/avito/motos/...
   ",Good
"bmozc.com/
 ",Bad
"mmaetsmk.azurewebsites.net/
  ",Good
"weranompakla.ga/
  ",Good
"blog.kooding.com/log/i/flow/login.php...
  ",Good
"xnlgmvsdyk.duckdns.org
  ",Good
"xlzaaaanwk.duckdns.org
  ",Good
"xkbkfsxoja.duckdns.org
  ",Good
"xjqfuvxa.duckdns.org
  ",Good
"xihihhmllk.duckdns.org
  ",Good
"elongkopasasa.ga/
  ",Good
"recipientnabcancel.com/na
  ",Good
"recipientnabcancel.com
  ",Good
"storageapi.fleek.co/cbede--bf-beed-fcb-bucke...
  ",Good
"storageapi.fleek.co/dfac--c-e-aeabdda-bucke...
  ",Good
"dapponlineupdate.pages.dev/wallet/
  ",Good
"bancolombiabancario..repl.co/
  ",Good
"ranat.soportetecnic.repl.co/
  ",Good
"ranat.soportetecnic.repl.co/
  ",Good
"uspsyy.top/
  ",Good
"servicettrc.com/pckg/...
  ",Good
"aquiestaelmenu.com/app-shipping/USPS/
  ",Good
"csldas.com/cgi-bin/bill.php
  ",Good
"help-login-twitter.com/
  ",Good
"storageapi.fleek.co/de--d-a-bf-bucke...
  ",Good
"storageapi.fleek.co/efa--c-bc-deb-bucke...
  ",Good
"afiscopoint.yoganerds.org/common_profile_section/office.php?a...
  ",Good
"trini.myportfolio.com/
  ",Good
"verifynow.my.to/au/
  ",Good
"banca-virtual.colpatria.repl.co/
  ",Good
"banca-virtual.colpatria.repl.co/
  ",Good
"storageapi.fleek.co/cbab-ae-e-bfea-bbcb-bucke...
  ",Good
"storageapi.fleek.co/caae-f-f-c-becde-bucke...
  ",Good
"tzivirubin.com/wp-content/languages/www.impots.gouv.fr.zip/imp...
  ",Good
"banco-sabadell.es.swtest.ru/./
  ",Good
"banco-sabadell.es.swtest.ru/./
  ",Good
"clinks.netlify.app/
  ",Good
"ctt.o-dealy.cyou/
  ",Good
"baccabellabeans.com/closingdisclosure/index.html...
  ",Good
"www.casolaro.it/net/index.html?cli=cliente&/rgcyxhvy/towrpwu...
  ",Good
"idiomas.unh.edu.pe/wp-content/emes/ctravel-adven-lite/skin/f...
  ",Good
"nablogin.device-protectvisions-au.com/signin/login.php...
  ",Good
"msbc.cade-jp.in/
  ",Good
"msbc.cade-jp.in/all/login.php
  ",Good
"gotchayardsigns.com/jp
  ",Good
"company.kooding.com/logins/credit-card.php...
  ",Good
"company.kooding.com/logins/launcher.php...
  ",Good
"company.kooding.com/logins/login.php
  ",Good
"mmetatasmmasdex.azurewebsites.net/
  ",Good
"mmaetsmk.azurewebsites.net/
  ",Good
"--.repl.co/
  ",Good
"xn--revke-ta.cash/
  ",Bad
"ac-world-galages.blogspot.com/
  ",Bad
"exodus.citedica.cl
  ",Bad
"www.lidoehome.com/
  ",Bad
"www.lidoehome.com/
  ",Bad
"exodus.lifeconnectionsbr.com.br
  ",Bad
"rsfatdigitalconsulta.shop/login.php
  ",Bad
"rsfatdigitalconsulta.shop/
  ",Bad
"solucoesrealizefatura.com
  ",Bad
"puspitasawargi.com/ltaupy/
  ",Bad
"administrareblocuri.com/
  ",Bad
"www.seeadify.com/
 ",Bad
"kprversemint.xyz/
 ",Bad
